Airport Name,Minutes of Delay per Flight,Carrier Name,Date,Minutes of Delay,Number of Flights,Ontime Category
Los Angeles International,,Frontier,1/1/2013,,97,Ontime
Los Angeles International,,Frontier,2/1/2013,,76,Ontime
Los Angeles International,,Frontier,3/1/2013,,83,Ontime
Los Angeles International,,Frontier,4/1/2013,,72,Ontime
Los Angeles International,,Frontier,5/1/2013,,76,Ontime
Los Angeles International,,Frontier,6/1/2013,,87,Ontime
Los Angeles International,,Frontier,7/1/2013,,77,Ontime
Los Angeles International,,Frontier,8/1/2013,,70,Ontime
Los Angeles International,,Frontier,9/1/2013,,75,Ontime
Los Angeles International,,Frontier,10/1/2013,,92,Ontime
Los Angeles International,,Frontier,11/1/2013,,94,Ontime
McCarran International,,Frontier,1/1/2013,,107,Ontime
McCarran International,,Frontier,2/1/2013,,81,Ontime
McCarran International,,Frontier,3/1/2013,,97,Ontime
McCarran International,,Frontier,4/1/2013,,92,Ontime
McCarran International,,Frontier,5/1/2013,,104,Ontime
McCarran International,,Frontier,6/1/2013,,117,Ontime
McCarran International,,Frontier,7/1/2013,,92,Ontime
McCarran International,,Frontier,8/1/2013,,114,Ontime
McCarran International,,Frontier,9/1/2013,,128,Ontime
McCarran International,,Frontier,10/1/2013,,143,Ontime
McCarran International,,Frontier,11/1/2013,,127,Ontime
Minneapolis-St Paul International,,Frontier,1/1/2013,,44,Ontime
Minneapolis-St Paul International,,Frontier,2/1/2013,,43,Ontime
Minneapolis-St Paul International,,Frontier,3/1/2013,,62,Ontime
Minneapolis-St Paul International,,Frontier,4/1/2013,,68,Ontime
Minneapolis-St Paul International,,Frontier,5/1/2013,,82,Ontime
Minneapolis-St Paul International,,Frontier,6/1/2013,,88,Ontime
Minneapolis-St Paul International,,Frontier,7/1/2013,,66,Ontime
Minneapolis-St Paul International,,Frontier,8/1/2013,,81,Ontime
Minneapolis-St Paul International,,Frontier,9/1/2013,,90,Ontime
Minneapolis-St Paul International,,Frontier,10/1/2013,,93,Ontime
Minneapolis-St Paul International,,Frontier,11/1/2013,,80,Ontime
Orlando International,,Frontier,1/1/2013,,138,Ontime
Orlando International,,Frontier,2/1/2013,,122,Ontime
Orlando International,,Frontier,3/1/2013,,156,Ontime
Orlando International,,Frontier,4/1/2013,,111,Ontime
Orlando International,,Frontier,5/1/2013,,100,Ontime
Orlando International,,Frontier,6/1/2013,,83,Ontime
Orlando International,,Frontier,7/1/2013,,93,Ontime
Orlando International,,Frontier,8/1/2013,,75,Ontime
Orlando International,,Frontier,9/1/2013,,65,Ontime
Orlando International,,Frontier,10/1/2013,,56,Ontime
Orlando International,,Frontier,11/1/2013,,78,Ontime
Phoenix Sky Harbor International,,Frontier,1/1/2013,,109,Ontime
Phoenix Sky Harbor International,,Frontier,2/1/2013,,106,Ontime
Phoenix Sky Harbor International,,Frontier,3/1/2013,,123,Ontime
Phoenix Sky Harbor International,,Frontier,4/1/2013,,85,Ontime
Phoenix Sky Harbor International,,Frontier,5/1/2013,,61,Ontime
Phoenix Sky Harbor International,,Frontier,6/1/2013,,70,Ontime
Phoenix Sky Harbor International,,Frontier,7/1/2013,,57,Ontime
Phoenix Sky Harbor International,,Frontier,8/1/2013,,61,Ontime
Phoenix Sky Harbor International,,Frontier,9/1/2013,,80,Ontime
Phoenix Sky Harbor International,,Frontier,10/1/2013,,102,Ontime
Phoenix Sky Harbor International,,Frontier,11/1/2013,,103,Ontime
Salt Lake City International,,Frontier,1/1/2013,,81,Ontime
Salt Lake City International,,Frontier,2/1/2013,,69,Ontime
Salt Lake City International,,Frontier,3/1/2013,,105,Ontime
Salt Lake City International,,Frontier,4/1/2013,,88,Ontime
Salt Lake City International,,Frontier,5/1/2013,,103,Ontime
Salt Lake City International,,Frontier,6/1/2013,,119,Ontime
Salt Lake City International,,Frontier,7/1/2013,,98,Ontime
Salt Lake City International,,Frontier,8/1/2013,,108,Ontime
Salt Lake City International,,Frontier,9/1/2013,,108,Ontime
Salt Lake City International,,Frontier,10/1/2013,,122,Ontime
Salt Lake City International,,Frontier,11/1/2013,,107,Ontime
San Francisco International,,Frontier,1/1/2013,,79,Ontime
San Francisco International,,Frontier,2/1/2013,,58,Ontime
San Francisco International,,Frontier,3/1/2013,,68,Ontime
San Francisco International,,Frontier,4/1/2013,,55,Ontime
San Francisco International,,Frontier,5/1/2013,,71,Ontime
San Francisco International,,Frontier,6/1/2013,,69,Ontime
San Francisco International,,Frontier,7/1/2013,,46,Ontime
San Francisco International,,Frontier,8/1/2013,,53,Ontime
San Francisco International,,Frontier,9/1/2013,,77,Ontime
San Francisco International,,Frontier,10/1/2013,,104,Ontime
San Francisco International,,Frontier,11/1/2013,,86,Ontime
Seattle/Tacoma International,,Frontier,1/1/2013,,63,Ontime
Seattle/Tacoma International,,Frontier,2/1/2013,,53,Ontime
Seattle/Tacoma International,,Frontier,3/1/2013,,58,Ontime
Seattle/Tacoma International,,Frontier,4/1/2013,,63,Ontime
Seattle/Tacoma International,,Frontier,5/1/2013,,91,Ontime
Seattle/Tacoma International,,Frontier,6/1/2013,,109,Ontime
Seattle/Tacoma International,,Frontier,7/1/2013,,92,Ontime
Seattle/Tacoma International,,Frontier,8/1/2013,,114,Ontime
Seattle/Tacoma International,,Frontier,9/1/2013,,102,Ontime
Seattle/Tacoma International,,Frontier,10/1/2013,,103,Ontime
Seattle/Tacoma International,,Frontier,11/1/2013,,96,Ontime
John F. Kennedy International,,Hawaiian,1/1/2013,,26,Ontime
John F. Kennedy International,,Hawaiian,2/1/2013,,21,Ontime
John F. Kennedy International,,Hawaiian,3/1/2013,,25,Ontime
John F. Kennedy International,,Hawaiian,4/1/2013,,22,Ontime
John F. Kennedy International,,Hawaiian,5/1/2013,,24,Ontime
John F. Kennedy International,,Hawaiian,6/1/2013,,26,Ontime
John F. Kennedy International,,Hawaiian,7/1/2013,,26,Ontime
John F. Kennedy International,,Hawaiian,8/1/2013,,27,Ontime
John F. Kennedy International,,Hawaiian,9/1/2013,,23,Ontime
John F. Kennedy International,,Hawaiian,10/1/2013,,21,Ontime
John F. Kennedy International,,Hawaiian,11/1/2013,,22,Ontime
Los Angeles International,,Hawaiian,1/1/2013,,60,Ontime
Los Angeles International,,Hawaiian,2/1/2013,,67,Ontime
Los Angeles International,,Hawaiian,3/1/2013,,82,Ontime
Los Angeles International,,Hawaiian,4/1/2013,,65,Ontime
Los Angeles International,,Hawaiian,5/1/2013,,76,Ontime
Los Angeles International,,Hawaiian,6/1/2013,,114,Ontime
Los Angeles International,,Hawaiian,7/1/2013,,128,Ontime
Los Angeles International,,Hawaiian,8/1/2013,,103,Ontime
Los Angeles International,,Hawaiian,9/1/2013,,80,Ontime
Los Angeles International,,Hawaiian,10/1/2013,,83,Ontime
Los Angeles International,,Hawaiian,11/1/2013,,84,Ontime
McCarran International,,Hawaiian,1/1/2013,,45,Ontime
McCarran International,,Hawaiian,2/1/2013,,56,Ontime
McCarran International,,Hawaiian,3/1/2013,,67,Ontime
McCarran International,,Hawaiian,4/1/2013,,47,Ontime
McCarran International,,Hawaiian,5/1/2013,,57,Ontime
McCarran International,,Hawaiian,6/1/2013,,68,Ontime
McCarran International,,Hawaiian,7/1/2013,,67,Ontime
McCarran International,,Hawaiian,8/1/2013,,67,Ontime
McCarran International,,Hawaiian,9/1/2013,,68,Ontime
McCarran International,,Hawaiian,10/1/2013,,67,Ontime
McCarran International,,Hawaiian,11/1/2013,,67,Ontime
Phoenix Sky Harbor International,,Hawaiian,1/1/2013,,16,Ontime
Phoenix Sky Harbor International,,Hawaiian,2/1/2013,,20,Ontime
Phoenix Sky Harbor International,,Hawaiian,3/1/2013,,27,Ontime
Phoenix Sky Harbor International,,Hawaiian,4/1/2013,,25,Ontime
Phoenix Sky Harbor International,,Hawaiian,5/1/2013,,27,Ontime
Phoenix Sky Harbor International,,Hawaiian,6/1/2013,,27,Ontime
Phoenix Sky Harbor International,,Hawaiian,7/1/2013,,24,Ontime
Phoenix Sky Harbor International,,Hawaiian,8/1/2013,,25,Ontime
Phoenix Sky Harbor International,,Hawaiian,9/1/2013,,27,Ontime
Phoenix Sky Harbor International,,Hawaiian,10/1/2013,,29,Ontime
Phoenix Sky Harbor International,,Hawaiian,11/1/2013,,26,Ontime
San Francisco International,,Hawaiian,1/1/2013,,22,Ontime
San Francisco International,,Hawaiian,2/1/2013,,20,Ontime
San Francisco International,,Hawaiian,3/1/2013,,30,Ontime
San Francisco International,,Hawaiian,4/1/2013,,25,Ontime
San Francisco International,,Hawaiian,5/1/2013,,23,Ontime
San Francisco International,,Hawaiian,6/1/2013,,24,Ontime
San Francisco International,,Hawaiian,7/1/2013,,25,Ontime
San Francisco International,,Hawaiian,8/1/2013,,23,Ontime
San Francisco International,,Hawaiian,9/1/2013,,25,Ontime
San Francisco International,,Hawaiian,10/1/2013,,27,Ontime
San Francisco International,,Hawaiian,11/1/2013,,29,Ontime
Seattle/Tacoma International,,Hawaiian,1/1/2013,,34,Ontime
Seattle/Tacoma International,,Hawaiian,2/1/2013,,21,Ontime
Seattle/Tacoma International,,Hawaiian,3/1/2013,,42,Ontime
Seattle/Tacoma International,,Hawaiian,4/1/2013,,40,Ontime
Seattle/Tacoma International,,Hawaiian,5/1/2013,,51,Ontime
Seattle/Tacoma International,,Hawaiian,6/1/2013,,52,Ontime
Seattle/Tacoma International,,Hawaiian,7/1/2013,,55,Ontime
Seattle/Tacoma International,,Hawaiian,8/1/2013,,50,Ontime
Seattle/Tacoma International,,Hawaiian,9/1/2013,,41,Ontime
Seattle/Tacoma International,,Hawaiian,10/1/2013,,41,Ontime
Seattle/Tacoma International,,Hawaiian,11/1/2013,,52,Ontime
Baltimore/Washington International,,JetBlue,1/1/2013,,101,Ontime
Baltimore/Washington International,,JetBlue,2/1/2013,,77,Ontime
Baltimore/Washington International,,JetBlue,3/1/2013,,106,Ontime
Baltimore/Washington International,,JetBlue,4/1/2013,,111,Ontime
Baltimore/Washington International,,JetBlue,5/1/2013,,151,Ontime
Baltimore/Washington International,,JetBlue,6/1/2013,,134,Ontime
Baltimore/Washington International,,JetBlue,7/1/2013,,130,Ontime
Baltimore/Washington International,,JetBlue,8/1/2013,,133,Ontime
Baltimore/Washington International,,JetBlue,9/1/2013,,150,Ontime
Baltimore/Washington International,,JetBlue,10/1/2013,,148,Ontime
Baltimore/Washington International,,JetBlue,11/1/2013,,123,Ontime
Charlotte Douglas International,,JetBlue,1/1/2013,,83,Ontime
Charlotte Douglas International,,JetBlue,2/1/2013,,64,Ontime
Charlotte Douglas International,,JetBlue,3/1/2013,,91,Ontime
Charlotte Douglas International,,JetBlue,4/1/2013,,85,Ontime
Charlotte Douglas International,,JetBlue,5/1/2013,,110,Ontime
Charlotte Douglas International,,JetBlue,6/1/2013,,85,Ontime
Charlotte Douglas International,,JetBlue,7/1/2013,,87,Ontime
Charlotte Douglas International,,JetBlue,8/1/2013,,97,Ontime
Charlotte Douglas International,,JetBlue,9/1/2013,,108,Ontime
Charlotte Douglas International,,JetBlue,10/1/2013,,113,Ontime
Charlotte Douglas International,,JetBlue,11/1/2013,,100,Ontime
Chicago O'Hare International,,JetBlue,1/1/2013,,76,Ontime
Chicago O'Hare International,,JetBlue,2/1/2013,,60,Ontime
Chicago O'Hare International,,JetBlue,3/1/2013,,106,Ontime
Chicago O'Hare International,,JetBlue,4/1/2013,,90,Ontime
Chicago O'Hare International,,JetBlue,5/1/2013,,119,Ontime
Chicago O'Hare International,,JetBlue,6/1/2013,,105,Ontime
Chicago O'Hare International,,JetBlue,7/1/2013,,110,Ontime
Chicago O'Hare International,,JetBlue,8/1/2013,,123,Ontime
Chicago O'Hare International,,JetBlue,9/1/2013,,143,Ontime
Chicago O'Hare International,,JetBlue,10/1/2013,,149,Ontime
Chicago O'Hare International,,JetBlue,11/1/2013,,122,Ontime
Dallas/Fort Worth International,,JetBlue,1/1/2013,,54,Ontime
Dallas/Fort Worth International,,JetBlue,2/1/2013,,42,Ontime
Dallas/Fort Worth International,,JetBlue,3/1/2013,,54,Ontime
Dallas/Fort Worth International,,JetBlue,4/1/2013,,45,Ontime
Dallas/Fort Worth International,,JetBlue,5/1/2013,,67,Ontime
Dallas/Fort Worth International,,JetBlue,6/1/2013,,48,Ontime
Dallas/Fort Worth International,,JetBlue,7/1/2013,,54,Ontime
Dallas/Fort Worth International,,JetBlue,8/1/2013,,55,Ontime
Dallas/Fort Worth International,,JetBlue,9/1/2013,,75,Ontime
Dallas/Fort Worth International,,JetBlue,10/1/2013,,66,Ontime
Dallas/Fort Worth International,,JetBlue,11/1/2013,,65,Ontime
Denver International,,JetBlue,1/1/2013,,52,Ontime
Denver International,,JetBlue,2/1/2013,,47,Ontime
Denver International,,JetBlue,3/1/2013,,67,Ontime
Denver International,,JetBlue,4/1/2013,,56,Ontime
Denver International,,JetBlue,5/1/2013,,78,Ontime
Denver International,,JetBlue,6/1/2013,,47,Ontime
Denver International,,JetBlue,7/1/2013,,29,Ontime
Denver International,,JetBlue,8/1/2013,,44,Ontime
Denver International,,JetBlue,9/1/2013,,69,Ontime
Denver International,,JetBlue,10/1/2013,,75,Ontime
Denver International,,JetBlue,11/1/2013,,61,Ontime
John F. Kennedy International,,JetBlue,1/1/2013,,2687,Ontime
John F. Kennedy International,,JetBlue,2/1/2013,,2127,Ontime
John F. Kennedy International,,JetBlue,3/1/2013,,2669,Ontime
John F. Kennedy International,,JetBlue,4/1/2013,,2443,Ontime
John F. Kennedy International,,JetBlue,5/1/2013,,2634,Ontime
John F. Kennedy International,,JetBlue,6/1/2013,,2388,Ontime
John F. Kennedy International,,JetBlue,7/1/2013,,2432,Ontime
John F. Kennedy International,,JetBlue,8/1/2013,,2772,Ontime
John F. Kennedy International,,JetBlue,9/1/2013,,2718,Ontime
John F. Kennedy International,,JetBlue,10/1/2013,,2917,Ontime
John F. Kennedy International,,JetBlue,11/1/2013,,2695,Ontime
LaGuardia,,JetBlue,1/1/2013,,386,Ontime
LaGuardia,,JetBlue,2/1/2013,,318,Ontime
LaGuardia,,JetBlue,3/1/2013,,333,Ontime
LaGuardia,,JetBlue,4/1/2013,,298,Ontime
LaGuardia,,JetBlue,5/1/2013,,361,Ontime
LaGuardia,,JetBlue,6/1/2013,,277,Ontime
LaGuardia,,JetBlue,7/1/2013,,270,Ontime
LaGuardia,,JetBlue,8/1/2013,,323,Ontime
LaGuardia,,JetBlue,9/1/2013,,349,Ontime
LaGuardia,,JetBlue,10/1/2013,,387,Ontime
LaGuardia,,JetBlue,11/1/2013,,378,Ontime
Logan International,,JetBlue,1/1/2013,,2297,Ontime
Logan International,,JetBlue,2/1/2013,,1881,Ontime
Logan International,,JetBlue,3/1/2013,,2330,Ontime
Logan International,,JetBlue,4/1/2013,,2444,Ontime
Logan International,,JetBlue,5/1/2013,,2650,Ontime
Logan International,,JetBlue,6/1/2013,,2365,Ontime
Logan International,,JetBlue,7/1/2013,,2351,Ontime
Logan International,,JetBlue,8/1/2013,,2627,Ontime
Logan International,,JetBlue,9/1/2013,,2554,Ontime
Logan International,,JetBlue,10/1/2013,,2857,Ontime
Logan International,,JetBlue,11/1/2013,,2787,Ontime
Los Angeles International,,JetBlue,1/1/2013,,220,Ontime
Los Angeles International,,JetBlue,2/1/2013,,179,Ontime
Los Angeles International,,JetBlue,3/1/2013,,194,Ontime
Los Angeles International,,JetBlue,4/1/2013,,176,Ontime
Los Angeles International,,JetBlue,5/1/2013,,206,Ontime
Los Angeles International,,JetBlue,6/1/2013,,183,Ontime
Los Angeles International,,JetBlue,7/1/2013,,183,Ontime
Los Angeles International,,JetBlue,8/1/2013,,184,Ontime
Los Angeles International,,JetBlue,9/1/2013,,235,Ontime
Los Angeles International,,JetBlue,10/1/2013,,233,Ontime
Los Angeles International,,JetBlue,11/1/2013,,217,Ontime
McCarran International,,JetBlue,1/1/2013,,253,Ontime
McCarran International,,JetBlue,2/1/2013,,213,Ontime
McCarran International,,JetBlue,3/1/2013,,243,Ontime
McCarran International,,JetBlue,4/1/2013,,243,Ontime
McCarran International,,JetBlue,5/1/2013,,327,Ontime
McCarran International,,JetBlue,6/1/2013,,239,Ontime
McCarran International,,JetBlue,7/1/2013,,201,Ontime
McCarran International,,JetBlue,8/1/2013,,237,Ontime
McCarran International,,JetBlue,9/1/2013,,236,Ontime
McCarran International,,JetBlue,10/1/2013,,279,Ontime
McCarran International,,JetBlue,11/1/2013,,202,Ontime
Newark Liberty International,,JetBlue,1/1/2013,,417,Ontime
Newark Liberty International,,JetBlue,2/1/2013,,358,Ontime
Newark Liberty International,,JetBlue,3/1/2013,,408,Ontime
Newark Liberty International,,JetBlue,4/1/2013,,374,Ontime
Newark Liberty International,,JetBlue,5/1/2013,,351,Ontime
Newark Liberty International,,JetBlue,6/1/2013,,290,Ontime
Newark Liberty International,,JetBlue,7/1/2013,,302,Ontime
Newark Liberty International,,JetBlue,8/1/2013,,372,Ontime
Newark Liberty International,,JetBlue,9/1/2013,,372,Ontime
Newark Liberty International,,JetBlue,10/1/2013,,394,Ontime
Newark Liberty International,,JetBlue,11/1/2013,,447,Ontime
Orlando International,,JetBlue,1/1/2013,,1223,Ontime
Orlando International,,JetBlue,2/1/2013,,985,Ontime
Orlando International,,JetBlue,3/1/2013,,1191,Ontime
Orlando International,,JetBlue,4/1/2013,,1078,Ontime
Orlando International,,JetBlue,5/1/2013,,1200,Ontime
Orlando International,,JetBlue,6/1/2013,,1066,Ontime
Orlando International,,JetBlue,7/1/2013,,1061,Ontime
Orlando International,,JetBlue,8/1/2013,,1167,Ontime
Orlando International,,JetBlue,9/1/2013,,1102,Ontime
Orlando International,,JetBlue,10/1/2013,,1191,Ontime
Orlando International,,JetBlue,11/1/2013,,1286,Ontime
Phoenix Sky Harbor International,,JetBlue,1/1/2013,,40,Ontime
Phoenix Sky Harbor International,,JetBlue,2/1/2013,,32,Ontime
Phoenix Sky Harbor International,,JetBlue,3/1/2013,,49,Ontime
Phoenix Sky Harbor International,,JetBlue,4/1/2013,,40,Ontime
Phoenix Sky Harbor International,,JetBlue,5/1/2013,,45,Ontime
Phoenix Sky Harbor International,,JetBlue,6/1/2013,,28,Ontime
Phoenix Sky Harbor International,,JetBlue,7/1/2013,,28,Ontime
Phoenix Sky Harbor International,,JetBlue,8/1/2013,,36,Ontime
Phoenix Sky Harbor International,,JetBlue,9/1/2013,,40,Ontime
Phoenix Sky Harbor International,,JetBlue,10/1/2013,,42,Ontime
Phoenix Sky Harbor International,,JetBlue,11/1/2013,,54,Ontime
Salt Lake City International,,JetBlue,1/1/2013,,74,Ontime
Salt Lake City International,,JetBlue,2/1/2013,,64,Ontime
Salt Lake City International,,JetBlue,3/1/2013,,81,Ontime
Salt Lake City International,,JetBlue,4/1/2013,,75,Ontime
Salt Lake City International,,JetBlue,5/1/2013,,76,Ontime
Salt Lake City International,,JetBlue,6/1/2013,,68,Ontime
Salt Lake City International,,JetBlue,7/1/2013,,64,Ontime
Salt Lake City International,,JetBlue,8/1/2013,,79,Ontime
Salt Lake City International,,JetBlue,9/1/2013,,73,Ontime
Salt Lake City International,,JetBlue,10/1/2013,,81,Ontime
Salt Lake City International,,JetBlue,11/1/2013,,84,Ontime
San Francisco International,,JetBlue,1/1/2013,,272,Ontime
San Francisco International,,JetBlue,2/1/2013,,222,Ontime
San Francisco International,,JetBlue,3/1/2013,,245,Ontime
San Francisco International,,JetBlue,4/1/2013,,216,Ontime
San Francisco International,,JetBlue,5/1/2013,,269,Ontime
San Francisco International,,JetBlue,6/1/2013,,246,Ontime
San Francisco International,,JetBlue,7/1/2013,,194,Ontime
San Francisco International,,JetBlue,8/1/2013,,249,Ontime
San Francisco International,,JetBlue,9/1/2013,,278,Ontime
San Francisco International,,JetBlue,10/1/2013,,324,Ontime
San Francisco International,,JetBlue,11/1/2013,,292,Ontime
Seattle/Tacoma International,,JetBlue,1/1/2013,,85,Ontime
Seattle/Tacoma International,,JetBlue,2/1/2013,,84,Ontime
Seattle/Tacoma International,,JetBlue,3/1/2013,,103,Ontime
Seattle/Tacoma International,,JetBlue,4/1/2013,,98,Ontime
Seattle/Tacoma International,,JetBlue,5/1/2013,,175,Ontime
Seattle/Tacoma International,,JetBlue,6/1/2013,,212,Ontime
Seattle/Tacoma International,,JetBlue,7/1/2013,,234,Ontime
Seattle/Tacoma International,,JetBlue,8/1/2013,,259,Ontime
Seattle/Tacoma International,,JetBlue,9/1/2013,,191,Ontime
Seattle/Tacoma International,,JetBlue,10/1/2013,,198,Ontime
Seattle/Tacoma International,,JetBlue,11/1/2013,,119,Ontime
Baltimore/Washington International,,Mesa,1/1/2013,,1,Ontime
Baltimore/Washington International,,Mesa,2/1/2013,,1,Ontime
Baltimore/Washington International,,Mesa,3/1/2013,,2,Ontime
Baltimore/Washington International,,Mesa,4/1/2013,,4,Ontime
Baltimore/Washington International,,Mesa,5/1/2013,,3,Ontime
Baltimore/Washington International,,Mesa,6/1/2013,,5,Ontime
Charlotte Douglas International,,Mesa,1/1/2013,,1880,Ontime
Charlotte Douglas International,,Mesa,2/1/2013,,1721,Ontime
Charlotte Douglas International,,Mesa,3/1/2013,,1919,Ontime
Charlotte Douglas International,,Mesa,4/1/2013,,2006,Ontime
Charlotte Douglas International,,Mesa,5/1/2013,,2316,Ontime
Charlotte Douglas International,,Mesa,6/1/2013,,2034,Ontime
Charlotte Douglas International,,Mesa,7/1/2013,,2370,Ontime
Charlotte Douglas International,,Mesa,8/1/2013,,2579,Ontime
Charlotte Douglas International,,Mesa,9/1/2013,,2362,Ontime
